who,Text,target,
jeanlassalle,"« L'homme, très convaincu par une certaine idée de la France, est très critique vis-à-vis de la désertification du territoire par l'administration » 
#JeanLassalle2022
https://t.co/cEMrxuDg8g",problem,
dupontaignan,"""Le passe sanitaire fonctionne comme un outil disciplinaire, destiné à punir ceux qui se comportent mal et à récompenser ceux qui se comportent bien, aux antipodes des principes essentiels de libre arbitre et de consentement éclairé.""",problem,
dupontaignan,A lire d'urgence !,other,
dupontaignan,https://t.co/ZdrT4AX6tN,other,
xavierbertrand,Merci pour votre mobilisation à l’occasion du séminaire de travail de @_Lamanufacture.,other,
xavierbertrand,"Ensemble, nous bâtirons le projet qui permettra de restaurer l’autorité de l’Etat, instaurer une République des territoires et refaire du travail la clé de voûte de notre projet national.",solution,
xavierbertrand,🇫🇷 https://t.co/I5xO945w5u,other,
f_philippot,"L’Australie maltraite ses habitants comme jamais, sa police est transformée en milice covidiste épouvantable : et l’épidémie explose comme jamais !",problem,
f_philippot,Voir ce graphe !,other,
f_philippot,Tout ça pour ça !,other,
f_philippot,"Il faut rompre avec cette folie totale, vite !",other,
f_philippot,⤵️ https://t.co/XIeFz6ny5G,other,
Cau_Marie_,"@Albanverde1 @yjadot Je suis prête à aider n'importe quelle personne démocrate, républicaine pour un monde meilleur et bienveillant.",other,
Cau_Marie_,Tous sauf Zemmour et les personnes influentes qui sont derrière cette chimère politique.,other,
Cau_Marie_,@ParisPasRose @Thibaultgrosse je suis d'accord avec vous Claire @ParisPasRose,other,
Cau_Marie_,"@Thibaultgrosse Je suis d'accord avec vous, les signatures sont problématiques à cause de la publication des parrainages.",other,
Cau_Marie_,"Peu survivront, il restera le même panier de crabes.",other,
dupontaignan,Sauvons la France !,other,
dupontaignan,Bloquons la submersion migratoire qui nous précipite dans une dislocation économique et culturelle.,solution,
dupontaignan,Contrôlons nos frontières : préalable indispensable à la restauration d’une cohésion nationale !,solution,
dupontaignan,Mes 60 décisions pour sauver la France: https://t.co/Bv8YB63B53 https://t.co/vaLvzIOjkE,solution,
Cau_Marie_,"@Albanverde1 @yjadot Les verts ont un bon noyau électoral, ils vont récupérer les déçu(e)s du mélenchonisme, les qlq âmes errantes mais ils ne vont pas aller au delà.",other,
Cau_Marie_,"Ils devraient plutôt se mettre derrière une candidature féminine, citoyenne et humaniste capable de récupérer les 13% d'abstentions ;)",other,
yjadot,À demain midi sur @RTLFrance et @LCI #LeGrandJury avec @BSportouch https://t.co/YbnJuK1Pa0,other,
DenisPayre,Le coût de nos services publics doit baisser https://t.co/mT33w8gos9,problem,
DenisPayre,Mon message sur l'explosion de la dépense publique https://t.co/jcbt7ZGoIp,problem,
Cau_Marie_,@PaulEtH08790103 @E_Badinter c'est une déception pour moi,other,
espoirRIC2022,@BenjiGault L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,problem,
espoirRIC2022,"#Démocratie
https://t.co/yHYw0hGqtC",other,
espoirRIC2022,@AbstentionPlus @franceinfo L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,solution,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,"#Démocratie
https://t.co/yHYw0hGqtC",other,
MichelBarnier,"RT @BFMTV: Michel Barnier (@MichelBarnier) sur la pêche: ""Les Britanniques se comportent comme des flibustiers"" https://t.co/Md3e8wPtBP",problem,
MichelBarnier,"RT @BFMTV: Michel Barnier (@MichelBarnier): ""J'ai fait du respect le mot-clé de la campagne que je vais engager"" https://t.co/wmNAZKbDZS",solution,
espoirRIC2022,@ConflitsFrance L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,solution,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,"#Démocratie
https://t.co/yHYw0hGqtC",other,
espoirRIC2022,@_rom_d @lemondefr L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,"#Démocratie
https://t.co/yHYw0hGqtC",other,
ECiotti,"Messe célébrée par Monseigneur Marceau et le Père Appiano, en hommage aux victimes et sinistrés de la vallée de St Martin Vésubie, aux côtés de @ca_ginesy, @cestrosi, du préfet Bernard Gonzalez et du préfet délégué à la reconstruction des vallées Xavier Pelletier.",other,
ECiotti,https://t.co/jmhNLuNzbk,other,
ECiotti,"Dévoilement de la plaque à St Martin Vésubie, en hommage aux victimes et sinistrés de la tempête Alex.",other,
ECiotti,"Un an plus tard, l’émotion à l'évocation des victimes est toujours aussi présente : 18 personnes au total ont perdu la vie il y a un an.",other,
ECiotti,Je pense à leur famille et à leurs amis.,other,
ECiotti,https://t.co/LHtQDxfu3P,other,
ECiotti,Il y a des anniversaires que l’on ne voudrait jamais voir survenir.,other,
ECiotti,"Nous avons perdu il y a un an deux sapeurs-pompiers, deux héros, dont le sens de l’engagement était de sauver la vie des autres.",other,
ECiotti,À jamais dans nos mémoires.,other,
ECiotti,https://t.co/dyktHrwDu4,other,
xavierbertrand,"En cette journée nationale des sapeurs-pompiers, rendons hommage à ces femmes et ces hommes, volontaires et professionnels qui, mettent leur vie en péril pour sauver la nôtre.",other,
xavierbertrand,"Il doivent être protégés, à la hauteur de la protection qu’ils nous assurent au quotidien.",solution,
xavierbertrand,https://t.co/Yt4kTgQWkD,other,
ECiotti,"Je pense aux disparus et leurs proches endeuillés, à tous les sinistrés témoins de cette nuit d’horreur, à toutes ces femmes et hommes qui ont uni leurs force pour éviter que le bilan ne soit encore plus lourd.",other,
ECiotti,https://t.co/BC7fleoWJy,other,
DenisPayre,"RT @LaVieHebdo: [L'édito] ""Éric Zemmour, 'polémiste' presque candidat n’a plus rien à faire pour se rendre omniprésent.",other,
DenisPayre,Jusqu’à l’écœuremen…,other,
f_philippot,"La Pologne qui envisage le #Polexit, la Hongrie qui refuse le chantage aux fonds européens, la Slovénie qui suspend la vaccination obligatoire : l’Est de l’Europe se rebelle et nous montre la voie de la liberté !",solution,
f_philippot,➡️ Français ne sortez pas de l’Histoire et rebellez-vous aussi !,solution,
ECiotti,"Cette tragédie démontre la cohésion, l’esprit de soutien et d’entraide des montagnards des Alpes-Maritimes, leur résistance à l’adversité et leur aptitude à se relever.",other,
ECiotti,https://t.co/0Yp8EKfSzP,other,
DenisPayre,RT @BrunoGrandjean: Formidable projet des années 70 au design impressionnant.,other,
DenisPayre,En espérant que l’industrie française renoue avec la modernit…,solution,
PhilippePoutou,"""Philippe Poutou, candidat du NPA à l’élection présidentielle, sera présent à la manifestation organisée autour de la centrale nucléaire du Bugey le dimanche 3 octobre à partir de 14h.""",other,
PhilippePoutou,https://t.co/ClYIuxNSXC,other,
AnasseKazib,Liberté pour les Ouïghours !,solution,
AnasseKazib,💙 https://t.co/UtyVMDYv9V,other,
DenisPayre,"RT @Jesberger: @DenisPayre @Entreprendre Sans une candidature aussi crédible et charpentée que celle de Denis Payre, les LR pris entre Zemm…",other,
ZemmourEric,Je continuerai à dire la même chose.,other,
ZemmourEric,Je ne vais pas édulcorer mon discours.,other,
ZemmourEric,Je me fiche de la diabolisation !,other,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/JKKdWDEZCF,other,
espoirRIC2022,@JCEV15 @florencedesruol L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,solution,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,#Démocratie avec Clara Egger : https://t.co/YDBjtQtsX6,other,
espoirRIC2022,@magnac3 @E2Villiers L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,#Démocratie avec Clara Egger : https://t.co/YDBjtQtsX6,other,
espoirRIC2022,@HerveParienti @fmomboisse L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,#Démocratie avec Clara Egger : https://t.co/YDBjtQtsX6,solution,
SLeFoll,RT @publicsenat: Stéphane Le Foll maintient sa candidature face à Anne Hidalgo https://t.co/n4LOQtNi3I,other,
SLeFoll,"RT @publicsenat: ""Quand vous êtes en bio, vous avez des pertes de rendement entre 40 ou 70% en production, donc pour arriver à dégager un r…",problem,
SLeFoll,"RT @publicsenat: Pouvoir d'achat : ""Ce qui va arriver est extrêmement important, avec un risque social extrêmement lourd.",problem,
SLeFoll,On ne mesure pas…,problem,
SLeFoll,"RT @publicsenat: Vote des militants PS : ""Je vais maintenir cette candidature, par principe.",other,
SLeFoll,"J'attends le programme d'Anne Hidalgo, il y a…",other,
SLeFoll,RT @Ripamontialbert: .,other,
SLeFoll,@SLeFoll maintient sa candidature face à  @Anne_Hidalgo #ExtraLocal @publicsenat @territoirestv1  https://t.co/3VEmr7…,other,
espoirRIC2022,@benetit92 L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,#Démocratie avec Clara Egger : https://t.co/YDBjtQtsX6,other,
SLeFoll,"RT @PublicsenatPro: 🔵 Demain à 18h, ne manquez pas #ExtraLocal, l'émission politique présentée par Marie Brette !",other,
SLeFoll,"Avec : 
👉 @SLeFoll, Mai…",other,
espoirRIC2022,@ASNilsannath @AntoinetteColby L’#Abstention est le fait de Français lucides : élire des gens ne permet pas de changer la politique !,problem,
espoirRIC2022,Nous portons une candidature #Présidentielle2022 pour instaurer enfin le vrai droit de VOTER.,solution,
espoirRIC2022,#Démocratie avec Clara Egger : https://t.co/YDBjtQtsX6,other,
SLeFoll,"RT @tv7_sudouest: 🔴 Maire du #Mans et candidat potentiel à la #Présidentielle2022, @SLeFoll est l’invité de @SotaXavier dans #LaGrandeÉditi…",other,
jeanlassalle,12ème #Manifs2octobre contre le #PassSanitaire.,problem,
jeanlassalle,Résistons!,solution,
jeanlassalle,était présents dans plusieurs villes de France.,other,
jeanlassalle,Le gouvernement envisage de le prolonger au-delà du 15 nov.,problem,
jeanlassalle,Je voterai contre cette loi liberticide et nous continuerons à nous mobiliser pour la combattre #jeanlassalle https://t.co/9kZo1ElupB,solution,
montebourg,"RT @JeunespourAM: L'interview Made in France 🇫🇷 de @montebourg

Et toi ?",other,
montebourg,C'est quoi ton prénom Made in France ?,other,
montebourg,"#TouchePasMonPrénom

#LaRem…",other,
Anne_Hidalgo,"Pour cette @NBParis, Mohamed El Khatib, Pauline Lavogez et @AlbindelaSimone investissent le vélodrome Jacques Anquetil pour un hommage tout en poésie aux cyclistes du Vélo-club des vétérans parisiens !",other,
Anne_Hidalgo,Magnifique !,other,
Anne_Hidalgo,🚴‍♂️🚴‍♀️ 🎶 https://t.co/ZpIKz4dSXF,other,
f_philippot,« Il faut bloquer le pays le plus vite possible !,solution,
f_philippot,» : Mon interview ce jour en manif pour @BOROWSKIMIKE ➡️ https://t.co/CDisBRCnZb,other,
Anne_Hidalgo,"🌙 À l’occasion de la 20e #NuitBlanche, nous lancerons prochainement un vote des Parisiennes et des Parisiens pour décider de la date des éditions à venir : en automne, en hiver ou en été ?",solution,
Anne_Hidalgo,Ce sera à vous de décider !,solution,
Anne_Hidalgo,"💬
@NBParis @carine_rolland https://t.co/0RSdNGzizq",other,
UPR_Asselineau,"💥LA SITUATION SE TEND DE JOUR EN JOUR DANS LE NORD-EST DE PARIS
Exaspérés par la délinquance, les habitants sont ultra-mobilisés contre le trafic de ""crack"" et le laxisme d'@Anne_Hidalgo qui compte ouvrir des ""salles de shoot"".",problem,
UPR_Asselineau,"À l'image de la🇫🇷,Paris s'enfonce dans le désastre.",problem,
UPR_Asselineau,https://t.co/fqYu1Hm4aD,other,
UPR_Asselineau,"Symptôme d'une société de + en + malade, la consommation de cocaïne en🇫🇷 est en croissance quasi-exponentielle.",problem,
UPR_Asselineau,"⚠️ Le % d'utilisateurs chez les 18-64ans est passé de 0,2% en 1994 à 1 6% en 2017, soit une multiplication par 8 en 23 ans.",problem,
UPR_Asselineau,https://t.co/fGck4AqPZT,other,
UPR_Asselineau,"🚨Où est donc le bonheur que devaient nous procurer
▪️🇪🇺(1992)
▪️mondialisation (OMC 1994)
▪️€ (1999) ?",problem,
UPR_Asselineau,"La société ultra-libérale,dépourvue de repères, fondée sur le culte de l'Argent-Roi, de la course au profit maximal et de l'individualisme foncier, détruit les plus fragiles.",problem,
ECiotti,"Soutien à @EricNaulleau menacé par Yassine Belattar 

« prof d’histoire géo » référence odieuse et inacceptable au martyr Samuel Paty 

Cet ancien conseiller du Président Macron aux liens avec l’islamisme doit être condamné une bonne fois pour toute.",problem,
ECiotti,Il est dangereux.,problem,
ECiotti,https://t.co/gPAk5J1vW5,other,
JLMelenchon,Monsieur Zemmour fait peur à plein de gens.,other,
JLMelenchon,Vous avez l’air d’oublier que dans ce pays il y a 5 ou 6 millions de personnes qui appartiennent à une religion et qui entendent dire quelqu’un sur tous les plateaux « je vais tous vous mettre dehors ».,problem,
JLMelenchon,#OEED https://t.co/irkluxUI7q,other,
JLMelenchon,@EmmanuelMacron Je veux supprimer le ministère de l'Agriculture pour le remplacer par un ministère de la Production alimentaire pour retrouver notre souveraineté alimentaire et en finir avec la malbouffe.,solution,
JLMelenchon,#OEED https://t.co/4kjolce6sD,other,
Cau_Marie_,"RT @AR1info: 🔴 #Communiqué

🗣️ L'Entretien Présidentiel est de retour un mercredi par mois pour recevoir chaque candidat à la #presidentiel…",other,
Cau_Marie_,"RT @fbleunord: La maire de Tilloy-Lez-Marchiennes, @Cau_Marie_ se présente à l'élection présidentielle de #2022.",other,
Cau_Marie_,"La récolte des signatures,…",other,
JLMelenchon,@EmmanuelMacron Il y a une épidémie d'obésité et de diabète dans notre pays.,problem,
JLMelenchon,Il faut en finir avec la malbouffe.,problem,
JLMelenchon,#OEED https://t.co/oT6ETvZm6O,other,
JLMelenchon,"@EmmanuelMacron Si je suis élu, ma première mesure c'est de convoquer une Assemblée constituante pour faire la 6e République.",solution,
JLMelenchon,La France peut se refonder en refondant ses institutions.,solution,
JLMelenchon,#OEED,other,
JLMelenchon,"@EmmanuelMacron Si je suis élu président, c'est en avril.",other,
JLMelenchon,"6 mois après, c'est l'hiver.",other,
JLMelenchon,"Si je suis élu, je ferai tout pour qu'il n'y ait plus une seule personne qui meurt dans la rue l'hiver suivant.",solution,
JLMelenchon,#OEED,other,
JLMelenchon,"@EmmanuelMacron Dans notre programme, il y a la cantine bio et gratuite.",solution,
JLMelenchon,On peut se mettre d'accord sur ce point avec d'autres.,solution,
JLMelenchon,Mais il faut aussi se mettre d'accord sur le fait que ça signifie de faire opt-out sur les traités européens.,solution,
JLMelenchon,#OEED,other,
JLMelenchon,La masse des gens demandent à ce qu’on leur foute la paix avec la religion.,problem,
JLMelenchon,Il y a 60 % de gens qui n’ont aucune religion dans ce pays.,problem,
JLMelenchon,"Moi j’essaie de trouver du dénominateur commun avec des propositions simples et concrètes sur les prix, les salaires, les logements.",solution,
JLMelenchon,#OEED https://t.co/YvySPHLY4U,other,
JLMelenchon,"@EmmanuelMacron Je considère que faire la 6e République, c'est de la réconciliation.",solution,
JLMelenchon,"Faire respecter le droit des pauvres, c'est de la réconciliation.",solution,
JLMelenchon,"Récupérer l'argent où il est, c'est de la réconciliation.",solution,
JLMelenchon,#OEED,other,
JLMelenchon,Je propose de porter le SMIC à 1 400€ net mensuel.,solution,
JLMelenchon,"Et pour les petites entreprises on a imaginé un mécanisme avec une caisse qu'on appellerait de solidarité ou d'entraide, qui les aiderait à embaucher.",solution,
JLMelenchon,#OEED https://t.co/thcrFm0kAu,other,
